Paper_ID,DOI,Title,Lead_author,Institution,Journal,Published,Motivation,Oceanic_region,Area,Site,Size,System,Years_total,Date_start,Date_end,Run_mode,Yearly_trends_compared,Generic_species,Multiple_species,Species_scientific_name,Species_common_name,Species_type,Geographical_zone,Model_reuse,Model_name,Model_type,Model_movement,Physical_model,Nested_submodels,Model_resolution_min,Model_spatial_shape,Model_depth,Tidal_model_used,Bathymetry_model_used,Model_integration,Model_time_step,Model_time_step_type,Model_diffusion_scheme,Model_diffusion_direction,Model_diffusion_value,PLD_type,PLD_fixed,PLD_variable,PLD_stdev,Spawning_period,Spawning_interval,Spawning_release_sites,Spawning_settlement_sites,Spawning_depth_type,Spawning_depth_value,Spawning_depth_min,Spawning_depth_max,Spawning_initiation,Passive_movement,Diel_vertical_migration,Circatidal_migration,Pynocline_migration,Halocline_migration,Ontogentic_vertical_migration,Vertical_swimming_ability,Horizontal_swimming_ability,Sinking_velocity,Egg_buoyancy,Mortality,Mortality_rate,Mortality_function,Directed_swimming,Swimming_speed,Sensory_zone,Sensory_onset,Sensory_cue,Growth,Growth_func,Buffer_size,Settlement_competency_window,Settlement_competency_type,Settlement_competency_factor,Settlement_competency_type_start,Settlement_site_type,Settlement_site_size,Particles_spawned_at_individual_type,Particles_spawned_at_individual_site,Particles_spawned_range_min,Particles_spawned_range_max,Particles_spawned_super_individual,Particles_spawned_period,Particles_spawned_total,Replicated_run,Sensitivity_analysis,Statistical_methods_used,Empirically_coupled,Dispersal_kernel,Temporal_kernel,Accumulation_kernel,Partial_summation,Minimum_arrival_time,Mean_distance,Median_distance,Distance_travelled_mean,Trajectory_travelled_mean,Distance_travelled_stdev,Distance_travelled_median,Direction_mean,Depth_mean,Distance_travelled_upper_quantile,Distance_travelled_max,Biophysical_matrix,Travel_time_mean,Isotropy,Positive_area,Seeded_area,Centre_of_mass,Aggregation_index,Mean_length,Connectance,Proportion_connected_sites,Connections_total,Connected_clusters_total,Connected_clusters_largest_size,Cross_shore_connectivity,Dispersion_index,Connectivity_metrics_potential,Connectivity_metrics_realised,Local_retention,Local_retention_mean,Local_retention_max,Self_recruitment,Self_recruitment_mean,Self_recruitment_max,Settlement_success,Settlement_success_mean,Settlement_success_min,Directional_exchange_rate,Export_probability,Source_sink_indicies,Graph_theory,Eigenvalue_perturbation_theory,Betweeness_centrality,Hatching_probability,Shannon_Index,Distance_to_shore,Survival_success,Along_shore_distance,Along_shore_distance_mean,Along_shore_distance_std
24,10.1111/fog.12067 ,Larval dispersal and population connectivity among a network of marine reserves ,Puckett BJ,North Carolina State University,Fisheries Oceanography,2014,MP,North-West Atlantic,USA,"Pamlico Sound, North Carolina ",Medium,Closed,5,2006,2010,Forecast,Both,FALSE,FALSE,Crassostrea virginica ,Eastern oyster,Bivalvia,Temperate,TRUE,Baptista/Dietrich,IBM,L,ARDIRC,FALSE,0.3,Unstructured,6,FALSE,FALSE,RK4,3600,Fixed,NA,NA,NA,Fixed,21,NA,NA,Twice yearly spawning,Twice yearly spawning,10,10,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.2,Linear,FALSE,NA,NA,NA,NA,FALSE,NA,NA,TRUE,Fixed,NA,14,MPA,1,Fixed,11000,NA,NA,FALSE,24 hour,7700000,FALSE,Cited Previous,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11.8,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,50,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.0518,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
24,10.1111/fog.12067 ,Larval dispersal and population connectivity among a network of marine reserves ,Puckett BJ,North Carolina State University,Fisheries Oceanography,2014,MP,North-West Atlantic,USA,"Pamlico Sound, North Carolina ",Medium,Closed,5,2006,2010,Forecast,Both,FALSE,FALSE,Crassostrea virginica ,Eastern oyster,Bivalvia,Temperate,TRUE,Baptista/Dietrich,IBM,L,ARDIRC,FALSE,0.3,Unstructured,6,FALSE,FALSE,RK4,3600,Fixed,NA,NA,NA,Fixed,21,NA,NA,Twice yearly spawning,Twice yearly spawning,10,10,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,TRUE,Fixed,NA,14,MPA,1,Fixed,11000,NA,NA,FALSE,24 hour,7700000,FALSE,Cited Previous,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9.1,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,194,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.0851,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
25,10.1111/j.1439-0485.2011.00485.x ,Larval dispersal and vertical migration behaviour - a simulation study for short dispersal times,Sundelof A,University of Gothenberg,Marine Ecology,2012,TH,Mediterranean Sea,Italy,Adriatic Sea,Small,Open,2,2003,2004,Forecast,Between,TRUE,FALSE,NA,NA,Generic,Temperate,TRUE,MIKE21,IBM,L,MIKE21,FALSE,0.01,Unstructured,NA,TRUE,TRUE,RK4,60,Fixed,NA,NA,NA,Fixed,4,NA,NA,August-October,August & October,1,NA,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,Fixed,1000,NA,NA,FALSE,Twice Yearly,1000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
25,10.1111/j.1439-0485.2011.00485.x ,Larval dispersal and vertical migration behaviour - a simulation study for short dispersal times,Sundelof A,University of Gothenberg,Marine Ecology,2012,TH,Mediterranean Sea,Italy,Adriatic Sea,Small,Open,2,2003,2004,Forecast,Between,TRUE,FALSE,NA,NA,Generic,Temperate,TRUE,MIKE21,IBM,L,MIKE21,FALSE,0.01,Unstructured,NA,TRUE,TRUE,RK4,60,Fixed,NA,NA,NA,Fixed,4,NA,NA,August-October,August & October,1,NA,Variable,NA,NA,NA,Fixed,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,Fixed,1000,NA,NA,FALSE,Twice Yearly,1000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
25,10.1111/j.1439-0485.2011.00485.x ,Larval dispersal and vertical migration behaviour - a simulation study for short dispersal times,Sundelof A,University of Gothenberg,Marine Ecology,2012,TH,Mediterranean Sea,Italy,Adriatic Sea,Small,Open,2,2003,2004,Forecast,Between,TRUE,FALSE,NA,NA,Generic,Temperate,TRUE,MIKE21,IBM,L,MIKE21,FALSE,0.01,Unstructured,NA,TRUE,TRUE,RK4,60,Fixed,NA,NA,NA,Fixed,4,NA,NA,August-October,August & October,1,NA,Variable,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,Fixed,1000,NA,NA,FALSE,Twice Yearly,1000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
27,10.3354/meps09866 ,Linking bio-oceanography and population genetics to assess larval connectivity ,Soria G,University of Arizona,Marine Ecology Progress Series,2012,DS,Gulf of California,Mexico,Gulf of California,Medium,Closed,1,2007,2007,Forecast,NA,FALSE,FALSE,Spondylus calcifer,Rock scallop,Bivalvia,Tropical,TRUE,NA,IBM,L,HAMSOM,FALSE,1.3,Grid,4000,FALSE,FALSE,NA,3600,Fixed,Random walk,Both,100,Fixed,14,NA,NA,July,Tidal,28,28,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,NA,Fixed,400,NA,NA,FALSE,Spring Tide / Neap Tide,11200,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
27,10.3354/meps09866 ,Linking bio-oceanography and population genetics to assess larval connectivity ,Soria G,University of Arizona,Marine Ecology Progress Series,2012,DS,Gulf of California,Mexico,Gulf of California,Medium,Closed,1,2007,2007,Forecast,NA,FALSE,FALSE,Spondylus calcifer,Rock scallop,Bivalvia,Tropical,TRUE,NA,IBM,L,HAMSOM,FALSE,1.3,Grid,4000,FALSE,FALSE,NA,3600,Fixed,Random walk,Both,100,Fixed,14,NA,NA,July,Tidal,28,28,Fixed,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,NA,Fixed,400,NA,NA,FALSE,Spring Tide / Neap Tide,11200,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
66,10.1371/journal.pone.0130694,Location Isnêt Everything: Timing of Spawning Aggregations Optimizes Larval Replenishment,Donahue MJ,University of Hawai'i,PLOS One,2015,DS,Carribean Sea,Cuba,Punta Hicacos,Small,Closed,5,2003,2008,Forecast,Between,FALSE,FALSE,Lutjanus synagris,Lane snapper,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,FALSE,1,Grid,50,FALSE,FALSE,RK4,NA,NA,Random walk,Horizontal,1,Fixed,40,NA,NA,May-June,Daily,21,3202,Fixed,25,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0173,Linear,FALSE,NA,NA,NA,NA,FALSE,NA,NA,TRUE,Fixed,NA,28,Coral reef,8,Fixed,1000,NA,NA,FALSE,Daily,300000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,253.6,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,TRUE,0.263,0.042,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
66,10.1371/journal.pone.0130694,Location Isnêt Everything: Timing of Spawning Aggregations Optimizes Larval Replenishment,Donahue MJ,University of Hawai'i,PLOS One,2015,DS,Carribean Sea,Cuba,Punta Hicacos,Small,Closed,5,2003,2008,Forecast,Between,FALSE,FALSE,Lutjanus synagris,Lane snapper,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,FALSE,1,Grid,50,FALSE,FALSE,RK4,NA,NA,Random walk,Horizontal,1,Fixed,40,NA,NA,All Year,Monthly,21,3202,Fixed,25,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0173,Linear,FALSE,NA,NA,NA,NA,FALSE,NA,NA,TRUE,Fixed,NA,28,Coral reef,8,Fixed,1000,NA,NA,FALSE,Monthly,60000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,244.1,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,TRUE,0.247,0.088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
28,10.1371/journal.pone.0068564 ,Low Connectivity between Mediterranean Marine Protected Areas: A Biophysical Modeling Approach for the Dusky Grouper Epinephelus marginatus ,"Andrello, M",Institut de Recherche pour le De_veloppement,PLOS One,2013,MP,Mediterranean Sea,Europe,Mediterranean Sea,Large,Closed,5,NA,NA,Forecast,Within,FALSE,FALSE,Epinephelus marginatus,Dusky Grouper,Fish,Temperate,TRUE,Ichthyop,IBM,L,NEMOMED8,FALSE,6,Grid,1000,FALSE,TRUE,RK4,7200,Fixed,Random walk,Both,60,Fixed,20,NA,NA,"July, August or September",Monthly,99,99,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,MPA,NA,Fixed,1000,NA,NA,FALSE,Monthly,57500000,TRUE,FALSE,"ANOVA, spearmans rank-order correlation",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
28,10.1371/journal.pone.0068564 ,Low Connectivity between Mediterranean Marine Protected Areas: A Biophysical Modeling Approach for the Dusky Grouper Epinephelus marginatus ,"Andrello, M",Institut de Recherche pour le De_veloppement,PLOS One,2013,MP,Mediterranean Sea,Europe,Mediterranean Sea,Large,Closed,5,NA,NA,Forecast,Within,FALSE,FALSE,Epinephelus marginatus,Dusky Grouper,Fish,Temperate,TRUE,Ichthyop,IBM,L,NEMOMED8,FALSE,6,Grid,1000,FALSE,TRUE,RK4,7200,Fixed,Random walk,Both,60,Fixed,40,NA,NA,"July, August or September",Monthly,99,99,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,MPA,NA,Fixed,1000,NA,NA,FALSE,Monthly,57500000,TRUE,FALSE,"ANOVA, spearmans rank-order correlation",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
28,10.1371/journal.pone.0068564 ,Low Connectivity between Mediterranean Marine Protected Areas: A Biophysical Modeling Approach for the Dusky Grouper Epinephelus marginatus ,"Andrello, M",Institut de Recherche pour le De_veloppement,PLOS One,2013,MP,Mediterranean Sea,Europe,Mediterranean Sea,Large,Closed,5,NA,NA,Forecast,Within,FALSE,FALSE,Epinephelus marginatus,Dusky Grouper,Fish,Temperate,TRUE,Ichthyop,IBM,L,NEMOMED8,FALSE,6,Grid,1000,FALSE,TRUE,RK4,7200,Fixed,Random walk,Both,60,Fixed,30,NA,NA,"July, August or September",Monthly,99,99,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,MPA,NA,Fixed,1000,NA,NA,FALSE,Monthly,57500000,TRUE,FALSE,"ANOVA, spearmans rank-order correlation",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,102.89,FALSE,FALSE,TRUE,196.67,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,0.0476,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
28,10.1371/journal.pone.0068564 ,Low Connectivity between Mediterranean Marine Protected Areas: A Biophysical Modeling Approach for the Dusky Grouper Epinephelus marginatus ,"Andrello, M",Institut de Recherche pour le De_veloppement,PLOS One,2013,MP,Mediterranean Sea,Europe,Mediterranean Sea,Large,Closed,5,NA,NA,Forecast,Within,FALSE,FALSE,Epinephelus marginatus,Dusky Grouper,Fish,Temperate,TRUE,Ichthyop,IBM,L,NEMOMED8,FALSE,6,Grid,1000,FALSE,TRUE,RK4,7200,Fixed,Random walk,Both,60,Fixed,30,NA,NA,"July, August or September",Monthly,99,99,Variable,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,MPA,NA,Fixed,1000,NA,NA,FALSE,Monthly,57500000,TRUE,FALSE,"ANOVA, spearmans rank-order correlation",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,73.66,FALSE,FALSE,TRUE,155.02,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,0.0371,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
29,10.1111/j.1365-2419.2012.00625.x ,Model-based assessment of local-scale fish larval connectivity in a network of marine protected areas ,Basterretxea G,Mediterranean Institute for Advanced Studies,Fisheries Oceanography,2012,MP,Mediterranean Sea,Spain,Mallorca,Small,Open,10,2000,2009,Forecast,Both,FALSE,FALSE,Chromis chromis,Damselfish,Fish,Temperate,FALSE,NA,IBM,L,POM,FALSE,0.2,Grid,NA,FALSE,FALSE,NA,3600,Fixed,Random walk,Horizontal,50,Fixed,21,NA,NA,March-August,25,25,25,Variable,NA,0,10,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Costal zone,6,Fixed,19325,NA,NA,FALSE,Weekly,NA,FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,30,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,0.38,0.66,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
29,10.1111/j.1365-2419.2012.00625.x ,Model-based assessment of local-scale fish larval connectivity in a network of marine protected areas ,Basterretxea G,Mediterranean Institute for Advanced Studies,Fisheries Oceanography,2012,MP,Mediterranean Sea,Spain,Mallorca,Small,Open,10,2000,2009,Forecast,Both,FALSE,FALSE,Chromis chromis,Damselfish,Fish,Temperate,FALSE,NA,IBM,L,POM,FALSE,0.2,Grid,NA,FALSE,FALSE,NA,3600,Fixed,Random walk,Horizontal,500,Fixed,21,NA,NA,March-August,25,25,25,Variable,NA,0,10,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Costal zone,6,Fixed,19325,NA,NA,FALSE,Weekly,NA,FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,30,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,0.24,0.62,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
30,10.3354/meps10324 ,Model-derived connectivity patterns along the western Iberian Peninsula: asymmetrical larval flow and source-sink cell ,Nolasco R,University of Aveiro,Marine Ecology Progress Series,2013,DS,North-East Atlantic,Portugal,Iberian Peninsula,Large,Open,9,2001,2009,Forecast,Between,FALSE,FALSE,Carcinus maenas,Common shore crab,Crustacean,Temperate,TRUE,ROFF,IBM,L,ROMS,TRUE,3.1,Grid,NA,FALSE,FALSE,High-order predictor corrector scheme ,300,Fixed,Random walk,Vertical,NA,Variable,NA,Temperature,NA,February-July,Fortnightly,14,14,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Temp / Salinty / Age dependent,FALSE,NA,NA,NA,NA,TRUE,NA,NA,TRUE,Variable,NA,NA,Estuary,12,Fixed,225,NA,NA,FALSE,Fortnightly,340200,FALSE,FALSE,"Chi-Sq, correlations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,49.4,NA,NA,NA,FALSE,FALSE,FALSE,390,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
31,10.1371/journal.pone.0035794 ,Model-Derived Dispersal Pathways from Multiple Source Populations Explain Variability of Invertebrate Larval Supply ,Domingues CP,University of Aveiro,PLOS One,2012,DS,North-East Atlantic,Portugal,Iberian Peninsula,Large,Open,2,2006,2007,Forecast,Between,FALSE,FALSE,Carcinus maenas,Common shore crab,Crustacean,Temperate,TRUE,ROFF,IBM,L,ROMS,TRUE,3.1,Grid,NA,FALSE,FALSE,High-order predictor corrector scheme ,300,Fixed,Random walk,Vertical,NA,Variable,NA,Temperature,NA,March-June,Fortnightly,14,14,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Temp / Salinty / Age dependent,FALSE,NA,NA,NA,NA,TRUE,NA,NA,TRUE,Variable,NA,NA,Estuary,12,Fixed,900,NA,NA,FALSE,Fortnightly,172800,FALSE,FALSE,Pearson Correlation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,NA,NA,NA,FALSE,FALSE,FALSE,377,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,TRUE,0.13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
31,10.1371/journal.pone.0035794 ,Model-Derived Dispersal Pathways from Multiple Source Populations Explain Variability of Invertebrate Larval Supply ,Domingues CP,University of Aveiro,PLOS One,2012,DS,North-East Atlantic,Portugal,Iberian Peninsula,Large,Open,2,2006,2007,Forecast,Between,FALSE,FALSE,Carcinus maenas,Common shore crab,Crustacean,Temperate,TRUE,ROFF,IBM,L,ROMS,TRUE,3.1,Grid,NA,FALSE,FALSE,High-order predictor corrector scheme ,300,Fixed,Random walk,Vertical,NA,Variable,NA,Temperature,NA,March-June,Fortnightly,14,14,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Temp / Salinty / Age dependent,FALSE,NA,NA,NA,NA,TRUE,NA,NA,TRUE,Variable,NA,NA,Estuary,12,Fixed,900,NA,NA,FALSE,Fortnightly,172800,FALSE,FALSE,Pearson Correlation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,167,NA,NA,NA,FALSE,FALSE,FALSE,377,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,TRUE,0.13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
